packets_per_second,bytes_per_second,packet_size_mean,src_ip_entropy,dst_ip_entropy,delta_src_ip_entropy,delta_dst_ip_entropy,TTL_entropy,tcp_src_port_entropy,tcp_dst_port_entropy,udp_src_port_entropy,udp_dst_port_entropy,packet_size_entropy,sip_dip_entropy,sip_dport_entropy,dport_dip_entropy,deviation
57.57,60909.31,1057.98,2.77,1.25,2.69,2.41,3.69,6.01,5.65,2.41,2.41,1.8,1.96,0.09,3.22,0.0496
76.03,77939.48,1025.07,2.96,1.27,2.91,2.15,3.63,6.46,5.41,2.81,2.81,2.21,2.08,0.22,3.09,0.0938
73.57,68080.42,925.39,2.91,1.53,2.84,2.55,3.71,6.63,4.89,2.81,2.81,2.24,1.81,0.06,2.52,0.0574
69.98,62551.85,893.9,3.06,1.55,2.83,3.19,3.61,6.68,5.27,2.32,2.32,2.3,1.97,0.26,2.78,0.0848
62.23,62739.96,1008.24,3.0,1.33,3.48,3.1,3.76,6.12,5.17,2.25,2.25,2.07,2.07,0.17,2.87,0.0542
71.18,62106.72,872.51,3.08,1.61,3.03,3.2,3.68,6.79,5.68,2.32,2.32,2.16,1.99,0.21,3.07,0.0593
64.71,68339.58,1056.12,2.84,1.16,3.07,2.86,3.83,6.18,5.6,2.75,2.75,1.96,2.04,0.1,3.4,0.0229
58.7,57611.7,981.49,3.01,1.52,2.95,2.23,3.52,6.22,5.16,2.32,2.32,1.99,2.0,0.2,2.53,0.1162
54.65,49994.52,914.88,3.21,1.42,3.03,3.06,3.56,6.21,5.27,3.0,3.0,2.57,2.23,0.19,3.06,0.0512
67.61,61604.41,911.18,2.84,1.46,2.83,2.54,3.9,6.53,6.37,2.0,2.0,1.98,1.99,0.05,3.67,0.0437
62.23,54377.75,873.82,3.07,1.53,3.27,2.74,3.6,6.6,5.08,2.58,2.58,2.41,1.97,0.28,2.73,0.0519
56.84,63574.84,1118.42,2.89,1.11,3.35,2.64,3.96,5.93,5.46,3.0,3.0,1.84,2.14,0.1,3.25,0.0734
63.27,62414.97,986.53,3.04,1.37,3.37,3.18,3.64,6.29,5.65,2.32,2.32,1.97,2.14,0.17,3.12,0.0438
59.09,58357.2,987.58,3.02,1.32,3.56,3.09,3.98,6.28,5.88,2.0,2.0,1.86,2.18,0.1,3.32,0.117
69.53,63905.37,919.14,3.11,1.54,3.37,2.78,3.7,6.65,5.73,2.58,2.58,2.33,2.09,0.19,3.16,0.0372
73.13,78146.42,1068.62,3.01,1.08,3.03,2.16,3.68,6.36,5.67,2.81,2.81,1.93,2.25,0.16,3.51,0.033
59.82,52953.63,885.25,2.99,1.61,3.0,1.92,3.67,6.54,6.29,2.0,2.0,1.81,2.05,0.08,3.48,0.0781
62.24,54343.42,873.14,3.1,1.53,3.13,2.56,3.35,6.6,5.0,2.52,2.52,2.52,2.01,0.24,2.8,0.0441
69.41,65467.81,943.15,3.02,1.62,3.14,2.58,3.74,6.56,6.03,2.32,2.32,2.01,2.04,0.12,3.17,0.0182
81.58,74094.16,908.21,3.14,1.53,3.11,2.15,3.89,6.86,6.04,2.81,2.81,2.21,2.15,0.17,3.44,0.0626
69.23,63081.96,911.19,2.92,1.39,3.11,2.58,3.87,6.69,6.54,2.32,2.32,2.14,2.1,0.05,4.12,0.0634
57.48,55651.47,968.13,2.87,1.5,3.11,2.05,3.81,6.25,5.81,2.81,2.81,2.07,1.94,0.09,3.07,0.0266
74.2,69309.37,934.14,3.1,1.47,3.29,1.9,3.8,6.62,6.13,2.58,2.58,2.06,2.19,0.12,3.54,0.0732
64.89,50562.76,779.22,3.13,1.68,3.18,2.28,3.48,6.78,5.95,2.32,2.32,2.42,2.04,0.17,3.42,0.0323
68.39,69102.94,1010.44,2.91,1.36,3.06,2.7,3.96,6.48,5.78,2.0,2.0,1.97,2.01,0.14,3.15,0.0475
77.2,66462.53,860.96,3.25,1.68,3.34,2.58,3.75,6.96,5.43,1.58,1.58,2.49,2.1,0.26,2.81,0.0564
50.0,51944.1,1038.96,2.89,1.05,3.22,2.15,3.85,5.86,5.72,1.58,1.58,1.96,2.21,0.05,3.39,0.0795
64.34,57656.52,896.14,3.07,1.6,3.24,2.37,3.24,6.61,4.8,1.0,1.0,1.98,1.92,0.33,2.32,0.142
64.62,59910.02,927.05,3.14,1.49,3.41,2.97,3.63,6.53,5.65,2.32,2.32,2.02,2.15,0.18,3.14,0.0215
62.1,62304.24,1003.26,3.07,1.42,3.36,3.2,3.79,6.39,5.09,2.0,2.0,2.01,2.07,0.26,2.6,0.0457
57.12,51557.52,902.69,2.98,1.52,3.16,2.79,3.77,6.45,5.73,1.0,1.0,2.38,1.99,0.1,3.12,0.0362
59.58,51133.48,858.17,3.17,1.59,3.07,2.43,3.39,6.62,4.64,2.32,2.32,2.18,1.98,0.27,2.35,0.0679
66.67,63994.26,959.87,3.18,1.39,3.16,2.23,3.9,6.52,5.74,2.0,2.0,1.97,2.25,0.17,3.21,0.0704
58.47,52548.54,898.71,3.12,1.66,3.33,2.04,3.53,6.5,5.37,1.58,1.58,2.24,2.02,0.18,2.7,0.0911
62.8,61234.53,975.14,3.09,1.34,3.29,2.81,3.65,6.48,4.81,1.0,1.0,1.84,2.08,0.3,2.51,0.0074
73.45,71481.84,973.24,3.0,1.44,3.14,2.58,3.8,6.69,6.28,0.0,0.0,1.92,2.11,0.05,3.47,0.0786
63.63,54328.45,853.81,3.15,1.63,3.25,1.96,3.45,6.82,4.71,1.0,1.0,2.26,1.95,0.33,2.31,0.0524
64.58,63703.08,986.45,3.01,1.45,3.15,2.36,3.66,6.45,5.68,2.32,2.32,1.78,2.06,0.18,3.01,0.0165
66.43,55457.41,834.84,3.18,1.75,3.32,2.88,3.33,6.75,5.76,1.58,1.58,2.22,2.05,0.2,3.0,0.0684
58.02,58240.07,1003.74,2.99,1.36,3.32,3.13,3.82,6.28,5.6,2.25,2.25,1.97,2.08,0.16,3.25,0.0979
64.55,56525.41,875.67,3.1,1.62,3.13,2.74,3.62,6.73,5.34,0.0,0.0,1.96,1.97,0.25,2.75,0.0373
50.3,41607.16,827.25,3.25,1.64,3.24,2.65,3.51,6.29,5.27,2.81,2.81,2.5,2.14,0.18,2.93,0.1938
46.41,42614.69,918.28,3.25,1.56,3.4,3.11,3.52,6.23,5.2,1.0,1.0,2.02,2.18,0.2,2.69,0.0578
65.78,62286.07,946.92,2.96,1.46,2.99,1.89,3.71,6.62,6.38,2.58,2.58,1.93,2.08,0.08,3.82,0.1047
57.91,50933.04,879.48,3.18,1.67,2.93,2.49,3.57,6.56,6.01,2.32,2.32,1.94,2.14,0.08,3.35,0.0569
67.1,56004.9,834.59,3.2,1.72,3.39,2.66,3.57,6.77,5.81,1.58,1.58,2.34,2.08,0.2,3.19,0.0347
67.52,62153.7,920.58,3.07,1.52,3.22,3.09,3.67,6.67,5.93,2.32,2.32,2.11,2.07,0.15,3.38,0.0456
55.33,51327.12,927.57,3.23,1.45,3.1,2.16,3.79,6.41,5.75,2.32,2.32,1.92,2.27,0.09,3.34,0.062
64.52,58300.51,903.56,3.08,1.55,3.1,2.62,3.63,6.67,4.98,1.58,1.58,2.01,1.96,0.28,2.54,0.0795
60.53,47203.97,779.85,3.13,1.88,3.21,2.94,3.54,6.66,6.04,1.58,1.58,2.3,2.0,0.13,3.18,0.2042
62.31,58153.09,933.25,3.05,1.42,3.26,2.8,3.42,6.44,5.24,2.81,2.81,1.98,2.04,0.24,2.93,0.073
68.98,63080.84,914.44,3.17,1.51,3.41,2.73,3.66,6.55,5.9,2.81,2.81,2.48,2.2,0.12,3.44,0.0316
55.62,40392.19,726.25,3.22,1.89,2.98,1.68,3.25,6.7,5.33,2.0,2.0,2.4,1.95,0.2,2.79,0.0635
67.07,66187.03,986.77,2.91,1.44,3.01,2.14,3.75,6.46,5.56,2.0,2.0,1.85,1.94,0.19,2.96,0.03
72.72,67754.48,931.66,3.2,1.41,3.37,2.86,3.74,6.74,5.39,2.81,2.81,2.15,2.2,0.22,3.08,0.0553
67.5,59735.52,884.94,2.99,1.65,3.21,2.8,3.71,6.58,5.97,2.81,2.81,2.3,1.97,0.14,3.3,0.0512
74.45,65099.49,874.43,3.14,1.54,3.5,2.69,3.76,6.78,5.88,3.0,3.0,2.34,2.12,0.17,3.44,0.0427
50.2,46762.55,931.46,2.98,1.58,3.2,1.93,3.67,6.19,5.67,1.0,1.0,1.94,2.0,0.06,2.87,0.0611
59.61,57573.89,965.82,2.86,1.49,2.98,2.5,3.72,6.27,5.12,2.81,2.81,2.0,1.83,0.21,2.68,0.0311
108.69,92019.77,846.66,3.19,1.63,3.25,1.83,3.67,7.38,6.28,3.17,3.17,2.32,2.11,0.2,3.76,0.0084
81.51,69699.42,855.11,3.13,1.58,3.12,1.94,3.6,7.0,5.81,3.0,3.0,2.44,2.05,0.18,3.42,0.0384
95.57,84779.23,887.06,3.07,1.57,3.21,2.32,3.77,7.02,6.38,3.12,3.12,2.2,2.09,0.13,3.78,0.0146
57.18,55907.81,977.73,3.05,1.36,3.01,1.76,3.47,6.18,5.24,2.0,2.0,1.85,2.1,0.21,2.79,0.0911
47.23,45590.88,965.2,3.21,1.62,3.02,2.3,3.43,5.49,5.04,1.92,1.92,2.41,2.0,0.22,2.4,0.0438
58.94,59831.94,1015.12,2.93,1.45,3.02,2.66,3.52,6.03,4.95,1.58,1.58,2.03,1.83,0.12,2.35,0.0205
58.65,54053.43,921.7,2.98,1.66,2.93,2.75,3.14,4.82,6.13,2.0,2.0,2.16,1.73,0.09,3.39,0.0107
48.59,49505.37,1018.91,3.18,1.38,3.15,2.65,3.48,5.76,5.61,1.0,1.0,1.97,2.21,0.13,2.91,0.0575
69.69,77505.33,1112.18,2.97,1.11,2.93,1.73,3.57,5.78,4.72,2.75,2.75,1.88,2.1,0.24,2.63,0.0778
70.22,68788.87,979.59,3.14,1.54,3.24,2.79,3.44,6.04,4.62,2.75,2.75,2.3,1.91,0.19,2.34,0.0537
46.91,53431.17,1139.11,2.8,1.11,3.12,2.06,3.66,5.62,4.83,2.0,2.0,1.64,1.98,0.2,2.49,0.0952
66.03,60006.62,908.81,3.01,1.6,3.2,2.68,3.22,6.25,4.8,2.0,2.0,2.28,1.8,0.27,2.37,0.1503
41.33,44138.52,1067.93,2.91,1.33,3.01,2.22,3.74,5.52,5.52,0.0,0.0,1.85,2.08,0.04,2.83,0.0832
59.91,68262.85,1139.48,2.94,1.17,3.02,1.78,3.49,5.59,4.52,2.25,2.25,1.84,2.04,0.28,2.25,0.1146
67.14,76261.18,1135.78,2.83,1.13,3.41,2.54,3.62,5.96,5.75,2.75,2.75,1.77,2.09,0.11,3.26,0.064
62.66,65275.73,1041.67,2.98,1.25,3.36,2.4,2.95,6.12,4.42,1.58,1.58,2.02,2.01,0.36,2.25,0.0756
69.77,75696.79,1084.89,2.86,1.23,3.29,2.53,3.52,6.28,5.73,0.0,0.0,1.62,2.03,0.17,3.05,0.0465
65.47,74436.22,1137.0,2.96,1.07,2.98,3.19,3.95,5.84,5.3,2.25,2.25,1.67,2.21,0.21,2.99,0.082
67.63,75875.32,1121.88,2.88,1.11,3.19,3.24,3.66,6.06,4.95,2.92,2.92,1.82,2.08,0.22,2.81,0.0372
62.22,66178.53,1063.58,2.73,1.19,3.07,2.45,2.87,6.09,5.15,2.58,2.58,1.82,1.9,0.12,2.68,0.0159
57.66,62301.67,1080.43,2.94,1.15,3.33,3.04,3.58,6.0,5.65,0.0,0.0,1.95,2.18,0.09,3.19,0.0654
54.94,61628.97,1121.72,2.74,1.17,3.34,3.28,3.78,5.88,5.76,1.58,1.58,1.45,1.99,0.09,3.06,0.0631
54.43,57326.88,1053.29,3.0,1.27,3.11,3.16,3.86,6.02,5.58,2.52,2.52,1.74,2.17,0.12,3.22,0.0725
44.45,51703.75,1163.23,2.76,0.95,2.92,1.89,3.65,5.36,4.77,2.32,2.32,1.71,2.03,0.14,2.69,0.1082
53.15,57438.19,1080.61,2.61,1.05,3.03,2.22,3.01,5.82,5.56,2.32,2.32,1.72,1.92,0.06,3.36,0.0352
62.73,69034.98,1100.47,2.78,1.19,3.26,2.44,3.74,6.06,5.87,1.58,1.58,1.72,2.01,0.07,3.37,0.0172
75.07,83290.89,1109.56,2.79,1.19,3.25,2.54,3.82,6.19,5.91,2.0,2.0,1.57,2.01,0.08,3.24,0.0783
65.55,70557.17,1076.39,2.9,1.25,2.93,2.56,3.79,5.63,6.22,2.75,2.75,1.85,2.03,0.05,3.75,0.0587
63.23,69295.46,1095.98,2.79,1.14,3.26,3.18,3.37,5.96,5.61,2.32,2.32,1.77,1.99,0.06,3.0,0.06
61.06,64721.42,1059.9,2.87,1.32,3.5,2.96,3.52,5.71,5.65,2.32,2.32,1.93,1.97,0.08,2.86,0.0258
62.13,69037.28,1111.11,2.93,1.33,3.54,3.5,3.74,5.48,5.82,1.5,1.5,1.66,1.98,0.09,3.04,0.0106
77.32,80938.2,1046.77,3.09,1.41,3.23,2.63,3.89,6.26,5.47,3.02,3.02,2.03,2.08,0.12,3.03,0.0649
62.24,67433.34,1083.35,2.88,1.23,3.12,2.38,3.6,6.1,5.34,1.0,1.0,1.77,2.01,0.0,2.59,0.0239
72.3,72757.45,1006.31,2.93,1.53,3.13,3.14,3.55,6.32,5.4,1.58,1.58,2.08,1.86,0.06,2.68,0.0274
62.12,56720.61,913.06,3.24,1.71,3.11,2.59,3.59,6.02,5.35,2.25,2.25,2.39,1.96,0.21,2.73,0.045
